Catalog No,Reign Era,Reign Dates,Temple/Personal Name,Mint,Obverse Inscription,Description,Rarity (Hartill: lower=rarer),Entry Date,Book Page,PDF Page
22.141,Kangxi,1662-1722,Sheng Zu,"Xuanhua, Zhili",爽熙通d Kang Ji tong bao,"Rev: Siowan left, 宜 Kuan right。 1667-71",,1667-71,291,11
22.142,Kangxi,1662-1722,Sheng Zu,"Xuanhua, Zhili",爽熙通d Kang Ji tong bao,"Rev: Si left, 酉 Xi right West. Square head tong: See",,,291,11
22.143,Kangxi,1662-1722,Sheng Zu,"Xuanhua, Zhili",爽熙通d Kang Ji tong bao,Closed head tOnB,,,291,11
22.144,Kangxi,1662-1722,Sheng Zu,"Xuanhua, Zhili",爽熙通d Kang Ji tong bao,"Rev: Bei left, 北 Bei right. North 4 later invention 卫02260,8143115 [2257,5142815 Poem Coins The twenty characters (excluding the rare Gansu con) used for mint names On the coins o[ Kangxi CgD be arranged to form {our line Doem which rhymes after the ruleg Of Chinese poetry. Althoueh the poem has no particular meaning; this has gven the coins amuletic properties: According C Schjoth: ""Tf and placed together, they have the power Of expelling evil influences ana of preventing auiaengelucee tegethccorthng tavpofhnaowereof ealineseedl i alacons them, when 1tometn on the top of a chicken-coop: 迕 genuine, they w讪 prevent from crowing in morningl"" In Chinese works, they are referred to as 诗钱 shi qian (poem coins) or 套 于钱 taozi qian (set coins). The poem is: 同 福 醢 柬 让 Tong Fu Lm Dong Jiang 宣 原 蕻 前 昌 Kan Ywan Su Chang 南 C 河 赓 浙 Nan Ning Je Guang Zhe 熹 桂 陕 裹 漳 Tai Gui Shaan Yn Zhang Many eets Of poem coins have been made later in various forms with other period titles 88 well 88 that of Kangxi Thege coins are nelelow. sought atter by some collectors; others regard them 88 mere playthings。4 selection is ilustrated Note bow the inscriptions are at variance with regular circulating coins 己 郾",0,,291,11
22.162,Yongzheng,1723-1735,Shi Zong,"Bijie, Guizhou",雍正逦寰 Yong Zherg tong bao,Two dot tong; nominal weight 1.4 qian。 1730-34. 51460 15,15,1730-34,293,13
22.163,Yongzheng,1723-1735,Shi Zong,"Bijie, Guizhou",雍正逦寰 Yong Zherg tong bao,Two dot tong; nominal weight 1.2 Qian。 1734-35。 15,15,1734-35,293,13
22.164,Yongzheng,1723-1735,Shi Zong,"Bijie, Guizhou",雍正逦寰 Yong Zherg tong bao,"4 casting level O「 45,000 strings a year by this province can be calculated",,,293,13
22.150,Yongzheng,1723-1735,Shi Zong,"Board of Revenue (Boo-chiowan, Peking)",雍正通寰 Yong Zheng tong bao,"One dot tong. Broad rimg。 1723-26。 卫D2277,5145315",7,1723-26,292,12
22.151,Yongzheng,1723-1735,Shi Zong,"Board of Revenue (Boo-chiowan, Peking)",雍正通寰 Yong Zheng tong bao,-2'Two dot long。 Type very variable。 1727.33. 16 Nominal weight 1.2 qian,,1727-33,292,12
22.153,Yongzheng,1723-1735,Shi Zong,"Board of Revenue (Boo-chiowan, Peking)",雍正通寰 Yong Zheng tong bao,Two dot tong. Diam. 2bmm Or less。 1734-35,,1734-35,292,12
22.154,Yongzheng,1723-1735,Shi Zong,"Board of Revenue (Boo-chiowan, Peking)",雍正通寰 Yong Zheng tong bao,Narrow tong。 毖 The,,,292,12
22.186,Yongzheng,1723-1735,Shi Zong,"Board of Revenue (Boo-chiowan, Peking)",雍正通贷 Yong Zheng tong bao,Assymetric feet On bao. Long Y- on yon。 Dongchuan。 1734-35 14,14,1734-35,295,15
22.187,Yongzheng,1723-1735,Shi Zong,"Board of Revenue (Boo-chiowan, Peking)",雍正通贷 Yong Zheng tong bao,"Curved left foot on bao。 Lin'an。 1734-.35. 14 In 1724,47 furnaces were in operation in Uarious prefectures in the provinee。 In 1725, Covernor Ortai icreased (le Profitability O[ casting by closing the less effictent minls and erporting coins tO Other # ovinces He introduced casting regulations which specified 芷铸 zheng_zhu (regular Casting) dai zhv (supplementaryy casting) and a 外耗 wai hao (extra scrap) casting. Full production costs were not allowed for the ho extra castings. Thus these regulations were rather popular, and adopted by other provinces",,,295,15
22.155,Yongzheng,1723-1735,Shi Zong,"Board of Works (Boo-yuwan, Peking)",雍正通寰 Yong Zheng tong bao,"One dot tong. Broad rims_ 1723-26。 下02278,5145415",,1723-26,292,12
22.156,Yongzheng,1723-1735,Shi Zong,"Board of Works (Boo-yuwan, Peking)",雍正通寰 Yong Zheng tong bao,-7 Two dot tong。 Type very variable 1727.33. 16 Nominal weight 1.2 qian,,1727-33,292,12
22.158,Yongzheng,1723-1735,Shi Zong,"Board of Works (Boo-yuwan, Peking)",雍正通寰 Yong Zheng tong bao,Two dot Long。 Diam。 25皿皿 Or legs。 1734.35。 15,15,1734-35,292,12
22.159,Yongzheng,1723-1735,Shi Zong,"Board of Works (Boo-yuwan, Peking)",雍正通寰 Yong Zheng tong bao,"Narrow tong。 15 In this period, the Board af Revenue nint cast around 500,000 strings a year, the",,,292,12
22.160,Yongzheng,1723-1735,Shi Zong,"Board of Works (Boo-yuwan, Peking)",雍正逦寰 Yong Zherg tong bao,"Rev: Boo an left and right 1732-34. 卫02286,51458 15 I April 1733, minl was opened 讥 the Yenyi district Of Nanking to cast Boo an coins; It cast some 24,000 strigs Of cash a year; It was closed in 1734. This is the only mention Of Boo an coins in the records。 Other Boo an coing will be found to be Hunan coins with the dot ofnan omitted or obscured。 Gnnsu Province。 1727-29。 [02295 14",6,1732-34,293,13
22.161,Yongzheng,1723-1735,Shi Zong,"Board of Works (Boo-yuwan, Peking)",雍正逦寰 Yong Zherg tong bao,"Rev; Boo gung left and right。 Between 1727 and 1529a temporary mint at Lanzhou recast light and old cash as 33,400 strings 0[ regwla tion cash",,,293,13
22.168,Yongzheng,1723-1735,Shi Zong,"Board of Works (Boo-yuwan, Peking)",雍正通寰 Yong Zheng tong bao,,,,293,13
22.169,Yongzheng,1723-1735,Shi Zong,"Changsha, Hunan",雍正逦寰 Yong Zherg tong bao,"Only 15,310 strings were cast between 1730 and 1732 by 5 furnaces using collected up copper",,,293,13
22.176,Yongzheng,1723-1735,Shi Zong,"Chengdu, Sichuan",雍正通耷 Yong Zheng tong bao,Nominal weight 1.4 qian 1732-34 下02294 10,10,1732-34,294,14
22.177,Yongzheng,1723-1735,Shi Zong,"Chengdu, Sichuan",雍正通耷 Yong Zheng tong bao,"Nominal wcight 1.2 qian. Diam. under 2Gmm 1734-35。 10 In 1670, Ihe Governor ol Sichuan was reluctant to open a minl saying: Sichuan is 0 remole fronlier areo。 In OI districts andl counties We do not store Up tat revenues。 Moreover, Iravel by road is difficult as il ig over planks laid across dangerous precipices, and the waterways have the perils Of rivers and streams。 I we start collect tares in both silver and cash; 让t Will proue Uery trowblesome。 Nevertheless; in 1733 TIIII UOS opened 15 furnaces with 315 workmen produced 33,000 strings a year",,1734-35,294,14
22.178,Yongzheng,1723-1735,Shi Zong,"Chengdu, Sichuan",雍正通贷 Yong Zheng tong bao,"Short feet on bao, closed bei。 Yunnan fu。 1724-38 TD02284,51456 15",4,1724-38,295,15
22.179,Yongzheng,1723-1735,Shi Zong,"Chengdu, Sichuan",雍正通贷 Yong Zheng tong bao,Small compact characterg。 Dali 1724-27,,1724-27,295,15
22.180,Yongzheng,1723-1735,Shi Zong,"Chengdu, Sichuan",雍正通贷 Yong Zheng tong bao,Curved left foot on ba0. Lin'an。 1724.28 晗,,1724-28,295,15
22.181,Yongzheng,1723-1735,Shi Zong,"Chengdu, Sichuan",雍正通贷 Yong Zheng tong bao,Long feet on bao。 Zhanyi 1724.27. 15 Two dot tong. Nominal weight 1.4 qian,,1724-27,295,15
22.182,Yongzheng,1723-1735,Shi Zong,"Chengdu, Sichuan",雍正通贷 Yong Zheng tong bao,"Wide head on tong, cloged bei Yunnan-fu。 1728-34. 15",15,1728-34,295,15
22.183,Yongzheng,1723-1735,Shi Zong,"Chengdu, Sichuan",雍正通贷 Yong Zheng tong bao,Square head tong ?Dongchuan 1734,,,295,15
22.184,Yongzheng,1723-1735,Shi Zong,"Chengdu, Sichuan",雍正通贷 Yong Zheng tong bao,Curved left foot on bao。 Lin'an。 1728-34. 罟 Two dot tong. Nominal weight 1.2 qian smaller coins,,1728-34,295,15
22.185,Yongzheng,1723-1735,Shi Zong,"Chengdu, Sichuan",雍正通贷 Yong Zheng tong bao,The,,,295,15
22.188,Yongzheng,1723-1735,Shi Zong,"Hangzhou, Zhejiang",雍正通c Yong Zheng tong bao,"Closed head, two dot tong。 1730-33。 FD2279,51455 15",9,1730-33,296,16
22.189,Yongzheng,1723-1735,Shi Zong,"Hangzhou, Zhejiang",雍正通c Yong Zheng tong bao,"Square head, two dot tong; 1730-33. 15",15,1730-33,296,16
22.190,Yongzheng,1723-1735,Shi Zong,"Hangzhou, Zhejiang",雍正通c Yong Zheng tong bao,"Square head, one dot tong。 1730-3。 15 4 description O[ the mint premises in 1730 slates: On Uhe east side O[ the main building there are five fur。 RUCes organised under the sin Of 宝裕升平世王 Baoyu Shengping Shiwang (4 Prosperous and Peaceful Age O[ Royal Rule) On the west side there are Rue furnaces organised under tle sign Of 泉流富有年五 Quan Lwu Ru You Nian Wu (Rowntain Flowing with the Wealth O[ Rive Good Harvests) Note that the first two characters of these names; Baoquan; make Up the name O[ the Board of Revenwe minl Qianlong。 During the reign Of Qianlong; literature and the arts {lourished, and his reign may be considered the highest point of the dynasty; He was also successful in miltary matters. The whole Of Kin jang was conquered in 1759, and various Internal rebellions were subdued I 1796, having reigned for sixty years; Qianlong abdicated the throne SO that his reign might not be longer than that of Ws grandfather Kangxi。 Now eighty-five years old; he continued to relg under the tille Of Tai Shang Huangdi (Great Super Bmperor) leaving his SUCCCSSOT Jiaqing; with only nominal dutieg to perform. Qianlong and Jiaqing coins were issued simultane。 ously Iorhe the Peking minte until Qianlong died The Qianlong cows are distinguished by having the 隆 written with 岙 instead of 生 and are known as 山隆 Shan Longs At the beginning Of the reign there 145 shortage Of cash, but as more and more copper became available from the Yunnan mines; casting was rapidly increased, both 迎 Peking and 边 the provinces. It reached a peak Of some 3.7 million strings a year by the middle Of the reign, but subsequently declined 83 the supply Of Yunnan copper decreased During the last Wfteen years O[ the reign; tbe quality of the coinage began to deteriorate, and the exchange Tate TOse tom 800 cagh for a liang Of silver to 1,000 cash Despite strongly worded Edicts: If the Governor Generals regard this a8 a mere document and do not at all times examine i carefully 讧 the regulation coins are not We the offcial model, and the unoffcial casting is not completely eradicated, We will fnd this out and most certainly those Governor Generals wll be punished。 all the provincial mints were closed in 1794, to re-open in 1796 issuing 8 reformed coinage of good weight and appearance",,,296,16
22.165,Yongzheng,1723-1735,Shi Zong,"Kaifeng, Henan",雍正逦寰 Yong Zherg tong bao,Wu chang; Hubei Rev: Boo U left and right,,,293,13
22.166,Yongzheng,1723-1735,Shi Zong,"Kaifeng, Henan",雍正逦寰 Yong Zherg tong bao,"Closed head one dot tong。 1729-33. PD2280 Closed head, two dot tong。 1729-33 盏",0,1729-33,293,13
22.167,Yongzheng,1723-1735,Shi Zong,"Kaifeng, Henan",雍正逦寰 Yong Zherg tong bao,"32.168 Square head, two dot tong。 1729-33",,1729-33,293,13
22.171,Yongzheng,1723-1735,Shi Zong,"Nanchang, Jiangxi",雍正通耷 Yong Zheng tong bao,"Rev: Boo chang left and right。 1729-32 卫02283 11 Jinan;, Sbandong",3,1729-32,294,14
22.172,Yongzheng,1723-1735,Shi Zong,"Nanchang, Jiangxi",雍正通耷 Yong Zheng tong bao,Rev: Boo ji left and right 1729-30。 卫02291 14,1,1729-30,294,14
22.170,Yongzheng,1723-1735,Shi Zong,"Suzhou, Jiangsu",雍正通耷 Yong Zheng tong bao,"Rev: Boo SU left and right. 1730-32。 卫02285,5145715 1? furnaces yielded 71,880 strings a year",5,1730-32,294,14
22.173,Yongzheng,1723-1735,Shi Zong,"Taiyuan, Shanxi",雍正通耷 Yong Zheng tong bao,One dot tong; broad rimg。 1729,,,294,14
22.174,Yongzheng,1723-1735,Shi Zong,"Taiyuan, Shanxi",雍正通耷 Yong Zheng tong bao,"Two dot tong。 Nominal weight 1.4 qian. 1730-31. TD2292 """,2,1730-31,294,14
22.175,Yongzheng,1723-1735,Shi Zong,"Taiyuan, Shanxi",雍正通耷 Yong Zheng tong bao,Two dot tong. Nominal weight 1.2 qian. Large Manchu. 1735,,,294,14
22.370,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通穿 Qian Long tong bao,Square head tong。 10,10,,310,30
22.371,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通穿 Qian Long tong bao,"Closed head tong;, seven stroke bei。 10",,,310,30
22.372,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通穿 Qian Long tong bao,"Closed head tong, six stroke bei。 10",,,310,30
22.373,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通穿 Qian Long tong bao,"Long with 岙 10 Copper collection records indicale that casting was 500-600 strings a year. In 1766, the minl was moued to Ushui 44written with two strokes。 Normal weight and gize. Posthumous issueg",,,310,30
22.374,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通穿 Qian Long tong bao,Cong with 岙. Peet of bei Jiaqing period 1800-20,,1800-20,310,30
22.375,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通穿 Qian Long tong bao,Peet of bei 1800.20 I,,1800-20,310,30
22.376,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通穿 Qian Long tong bao,"Square head tong。 Daoguang period。 1821.28 Casting levels were trregular, between ? 000 and 6,000 strings a Vear。 In 1798 the",,1821-28,310,30
22.377,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Closed head two dot tong. Tailof Aqducurving Ight。 1878-8,,,311,31
22.378,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Tailof Aqou curving left 1878-83,,1878-83,311,31
22.379,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Closed head; one dot tong. Tail of Aqou curving left 1878-83,,1878-83,311,31
22.380,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Tailof Aqou curving right。 1878-83。 #,,1878-83,311,31
22.381,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,"Square head, two dot tong。 1878-83",,1878-83,311,31
22.382,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,"Square head, one dot tong。 1878-83",,1878-83,311,31
22.383,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Reverse inscription sideways。 1878.83,,1878-83,311,31
22.384,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,"Reverse inscription inverted 1878.83。 22.,385 Rev: Large circle above. Straight Aqou 1878.83。 1",1,1878-83,311,31
22.385,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通穿 Qian Long tong bao,,,,311,31
22.386,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Curly Aqou 1878.83,,1878-83,311,31
22.387,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,"Rev: 九 jiu (nine) above. Large characters。 1883。 14 22.,388 Snall characters。 1883. The 九 jlu stands for the ninth year of Guangvi, when Kinjiang was granted the status Ofa full province",,,311,31
22.388,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通穿 Qian Long tong bao,Bmperor Gao 'Long,,,311,31
22.389,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",,Rev: 凿十 Dang shi (Value Ten) above and below 1883-85. 14,14,1883-85,312,32
22.390,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",,The -k of,,,312,32
22.391,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",,"Rev; 阿十4 shi (A[ksu] Ten) above and below。 1885-92. 14 Casting started again in 1878 after Xinjiang was recaptured from Ya 'qub Beg。 AI Arst only Qianlong coins were casl. TTe coin weighl Was 1.3 qian, and 4,000 strings a year were produced。 In Lhe spring O[ 1889, the mint was translerred IO the New Cil; and casling was icreased to 9,000 strings a year。 In 1892, Ue mint 1U0s transferred to",,1885-92,312,32
22.392,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",,Tail of Aqou curving to the left。 14,14,,312,32
22.393,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",,Tail of Aqou curly 14,,,312,32
22.394,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",,One dot tong 缶 fou bao。 14 TTese coins were made by the,,,312,32
22.448,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Rev,,,318,38
22.454,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,通 %sss North 禺,,,318,38
22.456,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,,,,318,38
22.458,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Wegt,,,318,38
22.459,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,North 磐,,,318,38
22.460,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Bast,,,318,38
22.461,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Emperor Ren Zong,,,318,38
22.463,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,North 9,,,318,38
22.464,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,Bast,,,318,38
22.467,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,North 粤,,,318,38
22.468,Qianlong,1736-1795,Gao Zong,"Aksu, Xinjiang",乾隆通寞 Qian Long tong bao,East,,,318,38
22.200,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,乙 of 乾 like a hook 1736,,,297,17
22.201,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,"Likea2 1736-39 15 Type B. Smaller characters, orthodoxly written",,1736-39,297,17
22.202,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,"Broad rims, distinct gap between the Os of boo。 1740-45。 卫02297,51464 16",7,1740-45,297,17
22.203,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,"Smaller rims, bao character looks top heavy 1746-53。 16",16,1746-53,297,17
22.204,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,"Smaller (23-24mm ) coins, often coarge workmanship 1754-60。 16 In 1740, to prevent forgery, the alloy was changed to 50% copper, 41.59 2inc; 6,590 lead, and 20 tin Metallurgical analyses show that Tpe Band subsequent Lypes contain tin , thereby confirming the dating: Type C.Square head tong; round head boo",,1754-60,297,17
22.205,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,"A transitional type。 1761? 15 Type D.Square head tong, slanting bottom stroke. 乙 Of 乾 like 2. Protruding head boo. 1761-67",,1761-67,297,17
22.206,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,Vertical stroke Of tong radical wavy West branch? 15,,,297,17
22.207,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,Six stroke bei。 Bast branch。 16,,,297,17
22.208,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,Top vertical stroke of the 卓of qian slanting South branch 16,,,297,17
22.209,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,Connecting stroke between head and body Of tong。 WVest branch 16,,,297,17
22.210,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,"Left protruding top of 『of long。 North branch 16 In 1726, the Board O[ Revenue mint had been divided into an Easl, South, West, and North branch minl each on separate premises. Now distincl privy marks for each branch appear: a difference in each character in accordance with (he points Of the Chinese compass (Easl on the lejt): The North branch had fewer fur nQCeg than the other branches and its coins are comparatively less common. See the map on p。445 Type }. Square head tong; slanting bottom stroke. 乙 Of 乾 like 么. Round head boo. 1768.73",,1768-73,297,17
22.211,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,Six stroke bei。 Last branch 16,,,297,17
22.212,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,Top vertical stroke Of the 卓of qian slanting。 South branch。 16,,,297,17
22.213,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,Connecting stroke between head and body of tong: WVest branch。 16,,,297,17
22.214,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通贸 Qian Long tong bao,Left protruding top of 『of long。 North branch 16,,,297,17
22.215,Qianlong,1736-1795,Gao Zong,"Board of Revenue (Boo-chiowan, Peking)",乾隆通餐 Qian Long tong bao,Six stroke bei Bast branch。 15,,,298,18
